_type,address,areacode,building_name,city,data_id,lat,listing_date,lng,locality,platform,property_type,sqft,status,txn_type
PurpleyoItem,"Ansa Industrial Estate, Chandivali, Andheri East, Mumbai",400072,Universal Business Park,Mumbai,3253,19.110516,2016-05-24T13:04:03Z,72.88998,Andheri East,purpleyo,OFFICE,150000,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"Uran-Panvel Road, Sonari, Navi Mumbai",410206,Mahendra Prominent Business Center,Navi Mumbai,3254,18.909319,2016-06-07T06:55:13Z,72.9869,Sonari,purpleyo,OFFICE AND RETAIL,0,UNDER CONSTRUCTION,LEASE
PurpleyoItem,"Andheri-Kurla Road, Vijay Nagar Colony West, Marol, Andheri East, Mumbai",400059,Leela Business Park,Mumbai,3255,19.110867,2016-05-24T13:11:07Z,72.87334,Andheri East,purpleyo,OFFICE,360000,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"Kirol Road, Khalai Village, Vidyavihar Society, Ghatkopar West, Mumbai",400086,Skyline Wealthspace,Mumbai,3256,19.081446,2016-05-24T13:20:20Z,72.89298,Ghatkopar West,purpleyo,OFFICE,99000,COMPLETED AND OPERATIONAL,SOLD OUT
PurpleyoItem,"Kirol Village, Vidyavihar Society, Vidyavihar, Mumbai",400086,Skyline Epitome,Mumbai,3257,19.080706,2016-05-24T13:23:06Z,72.89807,Vidyavihar,purpleyo,OFFICE,66900,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Station Road,Goregaon East, Jay Prakash Nagar, Goregaon, Mumbai",400063,Accord Classic,Mumbai,3258,19.187298,2016-05-24T13:25:40Z,72.84989,Goregaon East,purpleyo,OFFICE AND RETAIL,60900,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"VN Purav Marg, Chembur, Mumbai",400071,Origin 108,Mumbai,3259,19.053947,2016-05-24T13:27:49Z,72.89765,Chembur,purpleyo,OFFICE,54000,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"Kach Pada Road, Navy Colony, Malad West, Mumbai",400064,Synergy Court,Mumbai,3262,19.18836,2016-05-25T12:24:33Z,72.83829,Malad West,purpleyo,OFFICE AND RETAIL,71400,COMPLETED AND OPERATIONAL,SALE
PurpleyoItem,"Swami Vivekanand Road, Udyog Nagar, Goregaon West, Mumbai",400062,Poonam Heights,Mumbai,3268,19.218147,2016-05-25T12:33:46Z,72.85195,Goregaon West,purpleyo,OFFICE AND RETAIL,12300,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"Veera Desai Industrial Estate, Andheri West, Mumbai",400059,Morya Landmark 1,Mumbai,3274,19.140844,2016-06-07T06:42:18Z,72.83338,Andheri West,purpleyo,OFFICE,42000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"New Link Road, Bhudargarh Colony, Andheri West, Mumbai",400059,Morya Landmark 2,Mumbai,3275,19.141392,2016-06-07T06:41:42Z,72.83331,Andheri West,purpleyo,OFFICE AND RETAIL,72000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Marol Cooperative Industrial Estate Road, Gamdevi, Marol, Andheri East, Mumbai",400059,Phenomenal House,Mumbai,3290,19.110012,2016-05-27T12:26:25Z,72.883675,Andheri East,purpleyo,OFFICE,41400,COMPLETED AND OPERATIONAL,SALE
PurpleyoItem,"Ram Mandir Road, Goregaon West, Mumbai",400062,RNA Corporate Centre,Mumbai,3299,19.149933,2016-05-31T10:58:14Z,72.84855,Goregaon West,purpleyo,OFFICE,91970,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"Andheri-Kurla Road, Sakinaka, Mumbai",400072,Dilkap Centre,Mumbai,3322,19.101254,2016-06-02T11:57:25Z,72.88514,Sakinaka,purpleyo,OFFICE AND RETAIL,126000,COMPLETED AND OPERATIONAL,LEASE/SALE
PurpleyoItem,"MS Road, Laxmi Nagar, Goregaon West, Mumbai",400062,Shri Sai Corporate Park,Mumbai,3329,19.161093,2016-06-03T12:59:46Z,72.83167,Goregaon West,purpleyo,OFFICE,49000,COMPLETED AND OPERATIONAL,LEASE/SALE
PurpleyoItem,"MIDC Main Road, Indira Nagar, Turbhe, Navi Mumbai",400036,Everest Nivara Infotech Park I - Wing B,Navi Mumbai,3334,19.071297,2016-06-07T12:35:55Z,73.02866,Turbhe,purpleyo,OFFICE,185366,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"Gopinath Panda Patil Marg, CBD Belapur, Navi Mumbai",400614,Mayuresh Planet,Navi Mumbai,3362,19.007286,2016-06-10T11:38:44Z,73.03263,CBD Belapur,purpleyo,OFFICE AND RETAIL,0,UNDER CONSTRUCTION,LEASE/SALE
PurpleyoItem,"Gate 3, Near JVLR MIDC, Andheri East,Mumbai",400058,,Mumbai,3371,19.1258,2016-06-13T13:22:20Z,72.87403,Andheri East,purpleyo,OFFICE,96999,COMPLETED AND OPERATIONAL,LEASE/SALE
PurpleyoItem,"Kanakia Road, Mira Road East, Mira Bhayandar, Mumbai",401107,Ostwal Garden,Mumbai,3439,19.296947,2016-06-21T13:32:30Z,72.87566,Mira Bhayandar,purpleyo,OFFICE AND RETAIL,11260,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"Dr SS Rao Road, Parel, Mumbai",400013,Citi Tower,Mumbai,3446,18.996876,2016-06-21T10:04:04Z,72.84034,Lower Parel,purpleyo,OFFICE AND RETAIL,52000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Andheri - Kurla Road, Bhim Nagar, Andheri East, Mumbai",400053,Sahar Plaza,Mumbai,3450,19.112595,2016-06-21T10:05:32Z,72.86869,Andheri East,purpleyo,OFFICE AND RETAIL,220000,COMPLETED AND OPERATIONAL,LEASE
